,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
éternel_a,divin_a,0.759210467338562,ardent_a,0.6747390627861023,intime_n,0.6312470436096191,désapprobation_n,0.6103675365447998,oreiller_n,0.604764461517334,félicité_n,0.6046212911605835,Entebbe_n,0.5963085889816284,anonymat_n,0.5960453748703003,branchage_n,0.5911948680877686,carolingien_a,0.5910707712173462
enfermer_v,paracétamol_n,0.6113846898078918,loir_n,0.6101431846618652,rétrograder_v,0.6098398566246033,huit_n,0.5933657884597778,brutalement_b,0.5929427742958069,intenable_a,0.5882547497749329,dérivée_n,0.5867644548416138,cariatide_n,0.5798995494842529,riposte_n,0.5751169323921204,écotourisme_n,0.5702243447303772
effort_n,griffonner_v,0.6536949872970581,idéalement_b,0.6450840830802917,disponible_a,0.6304148435592651,narcolepsie_n,0.6206411123275757,pression_n,0.6158064603805542,norme_n,0.6049754619598389,ecchymose_n,0.5986272096633911,banian_n,0.5830444097518921,vis_n,0.5795989036560059,ballotter_v,0.5792721509933472
guère_b,abominablement_b,0.7323534488677979,mesquinement_b,0.7074037790298462,viaduc_n,0.6984012722969055,grotesquement_b,0.6752927303314209,hennir_v,0.6488881707191467,sévère_a,0.6458588242530823,Glenda_Jackson_n,0.6348472833633423,surveillance_n,0.6305795311927795,décharger_v,0.6301727890968323,rouillé_a,0.6301423907279968
infliger_v,administrer_v,0.6928926110267639,cru_a,0.6875025033950806,octroyer_v,0.6836945414543152,département_n,0.6773792505264282,galeux_a,0.6371460556983948,broder_v,0.6365962624549866,panique_a,0.6313835978507996,sidérurgie_n,0.6292726993560791,Amazone_n,0.6256743669509888,causer_v,0.6210764646530151
malade_a,chanoine_n,0.7136516571044922,vassal_n,0.6768847107887268,dominicain_n,0.6728017926216125,consul_n,0.6659641861915588,génitif_n,0.6639668345451355,gendre_n,0.6620925068855286,jaloux_a,0.6439638137817383,atoll_n,0.6383530497550964,souverain_n,0.635097086429596,ascète_n,0.6247637271881104
manquer_v,exagérer_v,0.725321352481842,cremona_n,0.7176664471626282,Mahalia_Jackson_n,0.6563849449157715,thulium_n,0.6528481245040894,Robert_Benchley_n,0.647447407245636,Reggane_n,0.6442919969558716,Morgantown_n,0.6263096332550049,surprendre_v,0.6252937912940979,honorifique_a,0.6198316216468811,spirogyre_n,0.6177361011505127
cause_n,tentative_n,0.6442249417304993,jusqu'alors_b,0.6337674856185913,taureau_n,0.6272009611129761,phase_n,0.618105411529541,analgésique_n,0.6127687692642212,escadron_n,0.5968107581138611,criminel_n,0.5966986417770386,lanière_n,0.5886588096618652,bouillie_n,0.5850562453269958,arbitre_n,0.5830509066581726
fenêtre_n,larme_n,0.7249609231948853,halluciner_v,0.6892707943916321,nuage_n,0.6866694092750549,destrier_n,0.6800603866577148,chiffrer_v,0.6789082884788513,acidose_n,0.662028431892395,arbre_n,0.6594253778457642,injure_n,0.6543543934822083,cassette_n,0.6523271799087524,appareil_n,0.6520524024963379
neige_n,fluide_n,0.7515293955802917,oxygène_n,0.714708685874939,lune_n,0.6981103420257568,Lune_n,0.6925739049911499,ionosphère_n,0.6834843158721924,atmosphère_n,0.6730645298957825,vertèbre_n,0.6675063371658325,yourte_n,0.6662371158599854,Balkans_n,0.6653401255607605,schizophrénie_n,0.6581991314888
mètre_n,hectare_n,0.7771257162094116,kilomètre_n,0.7386206388473511,nombril_n,0.7173019051551819,neuvième_a,0.6922124624252319,centimètre_n,0.6792774796485901,octet_n,0.6654810905456543,Halley_n,0.6517375111579895,cive_n,0.6477993726730347,douzième_a,0.6457766890525818,contredanse_n,0.6434646844863892
quand_même_b,de_toute_façon_b,0.7910163998603821,en_tout_cas_b,0.7835747599601746,en_revanche_b,0.7739158868789673,par_contre_b,0.7625986337661743,théoriquement_b,0.7002820372581482,non_plus_b,0.6862757802009583,inaccessible_a,0.6666914820671082,au_contraire_b,0.664945662021637,quelque_part_b,0.6629820466041565,affriquée_n,0.6511524319648743
épuiser_v,savonnier_n,0.7515990138053894,Mahalia_Jackson_n,0.7214078307151794,hamamélis_n,0.718167245388031,alizarine_n,0.7164818048477173,Max_Bruch_n,0.7130362391471863,poiré_n,0.7041818499565125,Galbraith_n,0.7020370960235596,psycholinguistique_n,0.6975349187850952,Stephen_Foster_n,0.6958110928535461,John_Millington_Synge_n,0.6956951022148132
quatrième_a,troisième_a,0.8287551403045654,cinquième_a,0.8126532435417175,sixième_a,0.6949117183685303,guillemet_n,0.6926761865615845,septième_a,0.688820481300354,branque_a,0.6758458614349365,rédiger_v,0.6518443822860718,ogive_n,0.6505978107452393,émacié_a,0.6430608034133911,trypsine_n,0.6377964019775391
champignon_n,Kharkov_n,0.7130883932113647,chicorée_n,0.6877435445785522,Tabriz_n,0.6873153448104858,grèbe_n,0.66685551404953,reptile_n,0.6610885858535767,oignon_n,0.6446021199226379,anthropologie_n,0.6442316174507141,écureuil_n,0.6343355774879456,vautour_n,0.6332966089248657,Bennett_n,0.6291623115539551
royaume_n,Robin_des_Bois_n,0.734992265701294,rage_n,0.6608785390853882,mer_n,0.6587707996368408,métastase_n,0.6508772969245911,Midway_n,0.6493403911590576,marmara_n,0.6394199728965759,chlore_n,0.6195331811904907,ghetto_n,0.6096716523170471,radiofréquence_n,0.6093752384185791,étranglement_n,0.6082326173782349
