,dim,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Arizona_n,200,Oregon_n,0.7833607196807861,Utah_n,0.7721185684204102,Arkansas_n,0.72953200340271,alberta_n,0.7115539312362671,Caroline_du_Sud_n,0.708744466304779,Ohio_n,0.6865575313568115,Estonie_n,0.6806564331054688,Wisconsin_n,0.678286075592041,Caroline_du_Nord_n,0.663941502571106,Isère_n,0.6566610932350159
Australie_n,sim100,colorer_v,2.8431415557861328e-05,Kazakhstan_n,3.0994415283203125e-06,tennis_n,1.7881393432617188e-07,malheureusement_b,0.0003657341003417969,camping_n,1.233816146850586e-05,pâle_a,2.9206275939941406e-06,guitare_n,1.7881393432617188e-07,mélancolique_n,2.980232238769531e-07,Paraguay_n,1.1920928955078125e-07,collecte_n,1.4374964237213135
Australie_n,13,colorer_v,0.8971423506736755,Kazakhstan_n,0.894289493560791,tennis_n,0.8933002352714539,malheureusement_b,0.8856408596038818,camping_n,0.8741135597229004,pâle_a,0.8623934388160706,guitare_n,0.860963761806488,mélancolique_n,0.8600053787231445,Paraguay_n,0.8592535853385925,collecte_n,0.8533521294593811
Australie_n,200,Nouvelle-Zélande_n,0.7979686260223389,Irlande_n,0.7821123003959656,Inde_n,0.7609481811523438,bolivie_n,0.7340638637542725,Finlande_n,0.7244611382484436,Algérie_n,0.717301607131958,Colombie_n,0.7161005735397339,Lituanie_n,0.7136138081550598,Ukraine_n,0.7114043831825256,Croatie_n,0.7098517417907715
Australie_n,30,Paraguay_n,0.8649272918701172,Inde_n,0.8367464542388916,La_Haye_n,0.818035364151001,Kazakhstan_n,0.7986586689949036,Nouvelle-Zélande_n,0.785341739654541,Mayenne_n,0.7825828790664673,Cambodge_n,0.7804138660430908,Honduras_n,0.780076801776886,bolivie_n,0.7693452835083008,Colombie_n,0.7659725546836853
Chine_n,13,sensation_n,0.9113847017288208,despotisme_n,0.9067972302436829,décontracté_a,0.9012390971183777,bas-allemand_n,0.9006327986717224,trublion_n,0.8943613767623901,Excalibur_n,0.8921360373497009,écarlate_a,0.885492205619812,tabard_n,0.8838434815406799,rétroprojecteur_n,0.8832220435142517,iglesias_n,0.8813754320144653
Chine_n,30,Josiah_Wedgwood_n,0.8618289232254028,Japon_n,0.846433162689209,Max_Müller_n,0.8327522873878479,Vladimir_Ilitch_Oulianov_n,0.8226138353347778,Upton_Sinclair_n,0.8198857307434082,cygnet_n,0.8187737464904785,OMI_n,0.8158387541770935,tectite_n,0.8153236508369446,John_Chapman_n,0.8105016350746155,Grands_Lacs_n,0.8103367686271667
Chine_n,200,Japon_n,0.8158199787139893,intransitivité_n,0.7768650650978088,actinomycose_n,0.7683485746383667,OMI_n,0.7622164487838745,Osasco_n,0.7582087516784668,Upton_Sinclair_n,0.7578520178794861,calcéolaire_n,0.7538875341415405,Panini_n,0.7423934936523438,sango_n,0.7403759956359863,négation_n,0.7386301755905151
Chine_n,sim100,sensation_n,1.404747486114502,despotisme_n,0.0005165934562683105,décontracté_a,8.600950241088867e-05,bas-allemand_n,0.00017154216766357422,trublion_n,0.9587084650993347,Excalibur_n,0.0002739429473876953,écarlate_a,1.0041236877441406,tabard_n,0.0002205371856689453,rétroprojecteur_n,0.0001717209815979004,iglesias_n,0.00012612342834472656
Europe_n,200,France_n,0.448861688375473,ermite_n,0.4371023178100586,Russie_n,0.42454099655151367,ennemi_n,0.4211013913154602,concubinage_n,0.4183967113494873,permanence_n,0.41516584157943726,mendiant_n,0.41315945982933044,aristocratie_n,0.4105554521083832,électorat_n,0.4082609713077545,fermier_n,0.40058961510658264
Europe_n,30,imbécile_a,0.6536646485328674,État_n,0.643394410610199,blockhaus_n,0.6415165066719055,urinoir_n,0.6292997598648071,principauté_n,0.6223556995391846,gémissement_n,0.6168612837791443,taxinomie_n,0.6117247939109802,auparavant_b,0.6102540493011475,encorbellement_n,0.6101891398429871,historiquement_b,0.607316255569458
Europe_n,13,shogunat_n,0.870978593826294,Libye_n,0.8529082536697388,urinoir_n,0.8234986066818237,autrefois_b,0.7948899865150452,alambic_n,0.7580481171607971,chaînette_n,0.7548255920410156,transporter_v,0.7514668107032776,transpiration_n,0.7512246966362,yaourt_n,0.7450723648071289,nid_n,0.7384299635887146
Europe_n,sim100,shogunat_n,0.0005186796188354492,Libye_n,0.00012630224227905273,urinoir_n,0.00022083520889282227,autrefois_b,1.01230788230896,alambic_n,0.0002739429473876953,chaînette_n,0.00022089481353759766,transporter_v,1.809491515159607,transpiration_n,0.00012689828872680664,yaourt_n,0.00017154216766357422,nid_n,1.2602280378341675
France_n,13,Moldavie_n,0.8622995615005493,piété_n,0.850336492061615,dot_n,0.8313255310058594,paroisse_n,0.813363790512085,prudence_n,0.8088623285293579,modération_n,0.8048715591430664,prune_n,0.7979732751846313,suffisance_n,0.7953593134880066,ivoire_n,0.7872583866119385,quartet_n,0.7733659744262695
France_n,30,dot_n,0.7471000552177429,formule_n,0.706687331199646,île_n,0.7051735520362854,Moldavie_n,0.70447838306427,joaillerie_n,0.6909534931182861,relecture_n,0.6827225685119629,lait_n,0.6765890121459961,voleur_n,0.670450747013092,principauté_n,0.6482727527618408,sacrifice_n,0.6426361203193665
France_n,200,Grande-Bretagne_n,0.6273440718650818,Turquie_n,0.6238387823104858,Finlande_n,0.6122453212738037,Inde_n,0.6092008948326111,Israël_n,0.5956997871398926,Australie_n,0.5830564498901367,Tunisie_n,0.5806872844696045,Nouvelle-Zélande_n,0.5747815370559692,Croatie_n,0.5746253132820129,lyon_n,0.5629291534423828
France_n,sim100,Moldavie_n,-1.1920928955078125e-07,piété_n,3.153085708618164e-05,dot_n,5.340576171875e-05,paroisse_n,5.352497100830078e-05,prudence_n,1.3843293190002441,modération_n,1.5596200227737427,prune_n,1.4960765838623047e-05,suffisance_n,3.153085708618164e-05,ivoire_n,4.315376281738281e-05,quartet_n,3.153085708618164e-05
Inde_n,13,promiscuité_n,0.883950412273407,compétition_n,0.8576135635375977,équilibre_n,0.8511775732040405,mélancolique_n,0.8450570106506348,Turquie_n,0.8374653458595276,prostitution_n,0.8335175514221191,bas_a,0.8322430849075317,illimité_a,0.8286330103874207,salière_n,0.8205799460411072,collège_n,0.8204489946365356
Inde_n,30,Algérie_n,0.8402600884437561,Australie_n,0.8367465138435364,Irak_n,0.7619649171829224,Afghanistan_n,0.7595590353012085,Amérique_du_Sud_n,0.7516769766807556,Irlande_n,0.7442953586578369,Nouvelle-Zélande_n,0.743331789970398,Ukraine_n,0.7420175671577454,Syrie_n,0.7360919117927551,Arménie_n,0.7337357997894287
Inde_n,200,Australie_n,0.7609481811523438,Algérie_n,0.7358348369598389,Finlande_n,0.7187087535858154,Grande-Bretagne_n,0.7175900340080261,Colombie_n,0.7005360126495361,Turquie_n,0.6903002262115479,Irlande_n,0.6866568326950073,Asie_n,0.6811599731445312,Croatie_n,0.6795225143432617,Corée_du_Nord_n,0.6779924631118774
Inde_n,sim100,promiscuité_n,2.9206275939941406e-06,compétition_n,1.657612681388855,équilibre_n,1.3422237634658813,mélancolique_n,2.9206275939941406e-06,Turquie_n,1.33514404296875e-05,prostitution_n,2.9206275939941406e-06,bas_a,1.124622106552124,illimité_a,2.9206275939941406e-06,salière_n,0.0,collège_n,1.1572699546813965
Jupiter_n,30,Uranus_n,0.8049173951148987,judicieusement_b,0.8012270927429199,Achille_n,0.7465732097625732,Corinthe_n,0.7422200441360474,grippe_n,0.7089105248451233,Mourmansk_n,0.7071726322174072,gouttière_n,0.6993581056594849,Gibraltar_n,0.6920635104179382,Quentin_Tarantino_n,0.691357433795929,Rotterdam_n,0.689826488494873
Jupiter_n,13,étai_n,0.8620998859405518,isthme_n,0.825735330581665,kinase_n,0.8225235939025879,protéase_n,0.796669602394104,Quentin_Tarantino_n,0.7893440127372742,intouchable_n,0.7798537611961365,deutérium_n,0.7790958881378174,phage_n,0.7767558693885803,place_du_marché_n,0.7721377611160278,chaussée_n,0.7718577980995178
Jupiter_n,sim100,étai_n,1.233816146850586e-05,isthme_n,1.2278556823730469e-05,kinase_n,3.2782554626464844e-06,protéase_n,3.3974647521972656e-06,Quentin_Tarantino_n,3.0994415283203125e-06,intouchable_n,3.4570693969726562e-06,deutérium_n,1.2278556823730469e-05,phage_n,0.0,place_du_marché_n,1.233816146850586e-05,chaussée_n,1.3579509258270264
Jupiter_n,200,Corinthe_n,0.660189151763916,mars_n,0.6582221984863281,Uranus_n,0.6184484958648682,riz_n,0.5911859273910522,Achille_n,0.5888522863388062,Gibraltar_n,0.5885778665542603,Bayeux_n,0.5492324829101562,Thésée_n,0.5386672019958496,Rotterdam_n,0.5247204303741455,Delhi_n,0.5190019607543945
Lune_n,30,lune_n,0.9992057085037231,cobalt_n,0.7322530746459961,neige_n,0.6925739049911499,sexe_n,0.6881259679794312,poignet_n,0.661918044090271,chandelier_n,0.6549088954925537,Royal_Air_Force_n,0.6360235214233398,scanner_n,0.6328545212745667,dune_n,0.631077766418457,binôme_n,0.6304534673690796
Lune_n,200,lune_n,0.9993476867675781,neige_n,0.6079447269439697,soleil_n,0.5793219804763794,lion_n,0.5168938636779785,voleur_n,0.513835072517395,dune_n,0.5084694623947144,fréquence_n,0.507535994052887,corbeau_n,0.5072952508926392,nuage_n,0.5055227875709534,front_n,0.49786800146102905
Lune_n,sim100,lune_n,0.0007194876670837402,matrone_n,1.0880402326583862,trajet_n,1.0080463886260986,combattant_n,1.0849510431289673,fluide_n,1.0880402326583862,sidérurgiste_n,1.0880250930786133,neige_n,1.0880402326583862,diélectrique_n,1.088024616241455,chariot_n,1.0526660680770874,espace_n,0.6606930494308472
Lune_n,13,lune_n,0.9987049698829651,matrone_n,0.8767037987709045,trajet_n,0.8762375712394714,combattant_n,0.8596214056015015,fluide_n,0.8520819544792175,sidérurgiste_n,0.8513466119766235,neige_n,0.8426707983016968,diélectrique_n,0.8289198875427246,chariot_n,0.825283408164978,espace_n,0.8214039206504822
Mars_n,13,Borassus_n,0.899324893951416,géographie_n,0.8981562256813049,pct_n,0.8977761268615723,Andreï_Sakharov_n,0.895506739616394,Samuel_Adams_n,0.8906772136688232,sous-production_n,0.8886487483978271,dinornis_n,0.8864555954933167,collectiviser_v,0.8812440037727356,procrastination_n,0.8787418007850647,trémolite_n,0.8775609135627747
Mars_n,sim100,Borassus_n,3.5762786865234375e-06,géographie_n,2.8431415557861328e-05,pct_n,1.6694879531860352,Andreï_Sakharov_n,1.329183578491211e-05,Samuel_Adams_n,2.8431415557861328e-05,sous-production_n,1.3470649719238281e-05,dinornis_n,2.8431415557861328e-05,collectiviser_v,2.8431415557861328e-05,procrastination_n,1.329183578491211e-05,trémolite_n,2.866983413696289e-05
Mars_n,200,Jules_Verne_n,0.867626428604126,cirrocumulus_n,0.8340110182762146,tate_n,0.8336837291717529,calcéolaire_n,0.8267592191696167,becfigue_n,0.812800407409668,kumquat_n,0.8102004528045654,surrégénérateur_n,0.8041274547576904,Alberti_n,0.8034541010856628,rudd_n,0.7986749410629272,Alya_n,0.7985446453094482
Mars_n,30,cirrocumulus_n,0.8541519641876221,Jules_Verne_n,0.8507930040359497,galbanum_n,0.847529411315918,séismologie_n,0.8255866765975952,sabayon_n,0.8255165815353394,Stakhanov_n,0.8252739310264587,Panini_n,0.8237180709838867,Prusse_n,0.823452353477478,calcéolaire_n,0.8226689100265503,conard_n,0.8217666149139404
Nouvelle-Zélande_n,13,paradoxe_n,0.8618683815002441,compromis_n,0.851638913154602,castration_n,0.8499183654785156,bref_a,0.8415067195892334,skate_n,0.8320224285125732,entente_n,0.8258869647979736,amende_n,0.8257527947425842,prématuré_a,0.8248468637466431,anabaptiste_n,0.818572998046875,parachutage_n,0.8119065761566162
Nouvelle-Zélande_n,30,Irlande_n,0.7906087636947632,Australie_n,0.785341739654541,Ukraine_n,0.7839450836181641,La_Haye_n,0.7721859812736511,pays_de_Galles_n,0.7702574729919434,Paraguay_n,0.7682182192802429,Venise_n,0.7529489994049072,autarcie_n,0.7516443729400635,confinement_n,0.7467031478881836,Somalie_n,0.7438269257545471
Nouvelle-Zélande_n,sim100,paradoxe_n,2.8252601623535156e-05,compromis_n,2.9206275939941406e-06,castration_n,2.8431415557861328e-05,bref_a,1.120113730430603,skate_n,1.2159347534179688e-05,entente_n,1.5957159996032715,amende_n,2.9206275939941406e-06,prématuré_a,1.079210638999939,anabaptiste_n,2.9206275939941406e-06,parachutage_n,5.3048133850097656e-05
Nouvelle-Zélande_n,200,Australie_n,0.7979687452316284,Irlande_n,0.7789983749389648,Croatie_n,0.6943840980529785,Lituanie_n,0.6913584470748901,Uruguay_n,0.6892279386520386,bolivie_n,0.6847806572914124,Namibie_n,0.6736772060394287,Ukraine_n,0.6733658909797668,Finlande_n,0.6725223064422607,pays_de_Galles_n,0.6669427156448364
Noël_n,30,site_n,0.6908536553382874,sous-ordre_n,0.6897252798080444,Gainesville_n,0.6546813249588013,hindi_a,0.6183122992515564,Charleroi_n,0.6146891713142395,hydravion_n,0.6049988865852356,manuscrit_n,0.5991330742835999,requiem_n,0.5944868922233582,racisme_n,0.5941439867019653,appelé_n,0.5912832617759705
Noël_n,200,Pâque_n,0.5107970237731934,minuit_n,0.4744057059288025,week-end_n,0.4675571024417877,tulipe_n,0.46028798818588257,été_n,0.450592577457428,masculin_n,0.45017412304878235,promenade_n,0.4345110058784485,vierge_n,0.4340578317642212,automne_n,0.4278835654258728,iguane_n,0.425214946269989
Noël_n,13,dévastateur_n,0.8500149846076965,susurrer_v,0.8425801396369934,corporal_n,0.8197742700576782,sigma_n,0.8116432428359985,surpeuplement_n,0.8095378279685974,lifting_n,0.8057357668876648,portail_n,0.8042194843292236,pénultième_n,0.7978931069374084,hindi_a,0.7934675216674805,utilisateur_n,0.7920061945915222
Noël_n,sim100,dévastateur_n,1.7881393432617188e-07,susurrer_v,1.1920928955078125e-07,corporal_n,2.9206275939941406e-06,sigma_n,2.9206275939941406e-06,surpeuplement_n,0.0,lifting_n,1.525890827178955,portail_n,0.0,pénultième_n,0.0,hindi_a,-1.1920928955078125e-07,utilisateur_n,1.0188074111938477
Pacifique_n,sim100,conclure_v,1.6766451597213745,proton_n,2.8014183044433594e-06,réformisme_n,2.9206275939941406e-06,fédéraliste_n,2.8014183044433594e-06,aérogare_n,3.2186508178710938e-06,Mer_Baltique_n,1.3470649719238281e-05,marxiste_n,1.1376299858093262,pile_n,1.0100898742675781,tertio_b,0.0,déblai_n,1.121375322341919
Pacifique_n,30,déblai_n,0.7556309103965759,hémisphère_n,0.7402558326721191,golfe_n,0.7232083082199097,caraïbe_n,0.7225963473320007,Confédération_suisse_n,0.7058210968971252,quinze_n,0.7009111046791077,Abruzzes_n,0.6999490261077881,Marches_n,0.6873887181282043,soviet_n,0.6792503595352173,hexagone_n,0.6792318820953369
Pacifique_n,200,Alpes_n,0.5997353196144104,Balkans_n,0.5716150403022766,désert_n,0.5472474098205566,hémisphère_n,0.5315829515457153,jungle_n,0.5315116047859192,océan_n,0.5306782126426697,Ardennes_n,0.5294699668884277,Paraná_n,0.5212429165840149,Amérique_n,0.5194164514541626,péninsule_n,0.5061560869216919
Pacifique_n,13,conclure_v,0.8866153359413147,proton_n,0.8644243478775024,réformisme_n,0.8600956201553345,fédéraliste_n,0.8557686805725098,aérogare_n,0.8526083827018738,Mer_Baltique_n,0.8490269780158997,marxiste_n,0.8460897207260132,pile_n,0.8416822552680969,tertio_b,0.8375757932662964,déblai_n,0.8371864557266235
Russie_n,200,Turquie_n,0.6465088129043579,Grande-Bretagne_n,0.5996179580688477,Syrie_n,0.5190082788467407,Inde_n,0.511443555355072,Ukraine_n,0.5070909261703491,Croatie_n,0.4999735653400421,Israël_n,0.4994748830795288,Colombie_n,0.49853476881980896,Australie_n,0.4978872239589691,Algérie_n,0.4959891438484192
Russie_n,13,modeste_a,0.9249032735824585,épouvantable_a,0.8762906789779663,cadence_n,0.8654379844665527,abordage_n,0.8503720760345459,amalgame_n,0.8347102403640747,tambourin_n,0.8342388868331909,miracle_n,0.83107990026474,sandwich_n,0.8237332105636597,amibe_n,0.8037184476852417,asphyxie_n,0.8021707534790039
Russie_n,sim100,modeste_a,1.1290092468261719,épouvantable_a,1.0716577768325806,cadence_n,1.446833848953247,abordage_n,8.589029312133789e-05,amalgame_n,0.00022041797637939453,tambourin_n,0.00022041797637939453,miracle_n,1.1249891519546509,sandwich_n,0.000273287296295166,amibe_n,0.0001710653305053711,asphyxie_n,0.00027316808700561523
Russie_n,30,poisson-chat_n,0.7095460891723633,autopsie_n,0.6984935998916626,ellipse_n,0.6808594465255737,remue-ménage_n,0.6648573875427246,hybride_a,0.6598934531211853,sandwich_n,0.6551342010498047,fouille_n,0.6453248262405396,amibe_n,0.6405673027038574,tomate_n,0.6405317187309265,lapsus_n,0.637464702129364
Sahara_n,13,béhaviorisme_n,0.8535292148590088,millénaire_n,0.8509317636489868,utopie_n,0.8471997976303101,satire_n,0.8386353850364685,calendrier_n,0.8359568119049072,échantillon_n,0.8287081122398376,traçable_a,0.8256514072418213,inversement_b,0.824934184551239,pick-up_n,0.8243252038955688,sloop_n,0.8172698616981506
Sahara_n,200,Golfe_de_Gascogne_n,0.6220369338989258,Piétisme_n,0.6057937741279602,Rois_mages_n,0.6004879474639893,Ka'ba_n,0.5987932682037354,lysosome_n,0.5982033014297485,mer_Égée_n,0.5893243551254272,médiastin_n,0.5720003843307495,mélatonine_n,0.5521049499511719,Mer_Adriatique_n,0.5488734245300293,baie_de_Fundy_n,0.5466495156288147
Sahara_n,30,médiastin_n,0.7765765190124512,cou-de-pied_n,0.7728577852249146,béhaviorisme_n,0.7364417314529419,Piétisme_n,0.7259989976882935,pilotis_n,0.7230743169784546,César_Ritz_n,0.7147694826126099,dunette_n,0.7143363952636719,transsexualisme_n,0.7127542495727539,Ka'ba_n,0.7112448215484619,estran_n,0.7106456756591797
Sahara_n,sim100,béhaviorisme_n,2.9206275939941406e-06,millénaire_n,1.7881393432617188e-07,utopie_n,1.096287727355957,satire_n,8.761882781982422e-05,calendrier_n,1.5693385601043701,échantillon_n,1.617171049118042,traçable_a,1.7881393432617188e-07,inversement_b,1.1980533599853516e-05,pick-up_n,1.2278556823730469e-05,sloop_n,3.0994415283203125e-06
Sibérie_n,sim100,Stalingrad_n,2.8252601623535156e-05,copulation_n,1.1290361881256104,Diane_de_Poitiers_n,1.7881393432617188e-07,amusement_n,1.3476793766021729,naïveté_n,1.7881393432617188e-07,engelure_n,1.7881393432617188e-07,ailleurs_b,1.1920928955078125e-07,genre_n,1.4689674377441406,vignoble_n,1.0452760457992554,carnage_n,1.2689744234085083
Sibérie_n,30,Stalingrad_n,0.8425794243812561,thèbes_n,0.7879202961921692,Constantinople_n,0.6924567818641663,réalisation_n,0.6552872657775879,construction_n,0.6535017490386963,nyala_n,0.6241892576217651,Moravie_n,0.616682767868042,Shiraz_n,0.613098680973053,estrapade_n,0.6099390983581543,paradisier_n,0.601401686668396
Sibérie_n,13,Stalingrad_n,0.8617775440216064,copulation_n,0.8416467905044556,Diane_de_Poitiers_n,0.8329134583473206,amusement_n,0.8181049823760986,naïveté_n,0.8116973042488098,engelure_n,0.7913985252380371,ailleurs_b,0.785781979560852,genre_n,0.7835440635681152,vignoble_n,0.7759919762611389,carnage_n,0.7713369727134705
Sibérie_n,200,Stalingrad_n,0.827244758605957,Constantinople_n,0.7489954233169556,thèbes_n,0.739890456199646,Shiraz_n,0.6024819612503052,sciuridé_n,0.5956635475158691,paradisier_n,0.5853424072265625,Moravie_n,0.554297685623169,Taichung_n,0.553192138671875,nymphalidé_n,0.5510951280593872,léporidé_n,0.5384361743927002
Terre_n,sim100,terre_n,0.058130502700805664,respiration_n,0.9837673306465149,multiculturalisme_n,1.4161258935928345,immunodéficience_n,1.4159222841262817,démocratique_a,1.4159226417541504,tunique_n,1.4161258935928345,compliquer_v,1.416126012802124,Sarawak_n,1.416126012802124,Barbe-Bleue_n,1.4159228801727295,psychique_a,1.4161258935928345
Terre_n,30,terre_n,0.9893703460693359,blé_n,0.6923791766166687,monnaie_n,0.6660327911376953,globule_n,0.6592687964439392,ruban_n,0.6578102707862854,franc_n,0.6487516164779663,énergie_n,0.6486933827400208,foulard_n,0.6480644345283508,patrouille_n,0.6458756923675537,affection_n,0.6382763385772705
Terre_n,13,terre_n,0.9944574236869812,respiration_n,0.8666627407073975,multiculturalisme_n,0.8326023817062378,immunodéficience_n,0.8319228887557983,démocratique_a,0.8258456587791443,tunique_n,0.8238446116447449,compliquer_v,0.8196442723274231,Sarawak_n,0.8091456890106201,Barbe-Bleue_n,0.8045170307159424,psychique_a,0.7992098331451416
Terre_n,200,terre_n,0.9825210571289062,mer_n,0.47782957553863525,sol_n,0.4521273672580719,surface_n,0.4508872926235199,arme_n,0.4478118419647217,eau_n,0.43728700280189514,bois_n,0.4288422465324402,côte_n,0.4269602298736572,or_n,0.42428308725357056,terrain_n,0.4222318232059479
Vénus_n,30,grandeur_n,0.6820389628410339,immortel_a,0.6516860723495483,variance_n,0.5970827341079712,gratte_n,0.5812282562255859,austère_a,0.575189471244812,Ligurie_n,0.5745347738265991,allure_n,0.5738216042518616,ardent_a,0.5707273483276367,beige_n,0.5694167613983154,traduction_n,0.566277027130127
Vénus_n,200,samba_n,0.4022060036659241,porcelaine_n,0.39222291111946106,phosphate_n,0.3841732144355774,sarcome_n,0.38067400455474854,démantèlement_n,0.37883737683296204,ocytocine_n,0.370862752199173,Tibre_n,0.3698732554912567,califat_n,0.36818045377731323,aspartame_n,0.356375515460968,adduction_n,0.35457897186279297
Vénus_n,sim100,descendance_n,1.0227208137512207,hémiptère_n,0.9539920687675476,crustacé_a,0.953529417514801,ecclésial_a,0.9539915919303894,proportionnellement_b,1.0033977031707764,brucellose_n,0.9544885754585266,chapelure_n,1.003659725189209,James_Monroe_n,0.953529417514801,spongiaire_n,1.0010257959365845,ira_n,1.0086954832077026
Vénus_n,13,descendance_n,0.8451152443885803,hémiptère_n,0.8187806606292725,crustacé_a,0.8059072494506836,ecclésial_a,0.8046251535415649,proportionnellement_b,0.8020271062850952,brucellose_n,0.7996561527252197,chapelure_n,0.795208752155304,James_Monroe_n,0.7948898077011108,spongiaire_n,0.7928957939147949,ira_n,0.7919327616691589
